FechaHora,Usuario,IP,MAC,PON_Serial,Modelo,VLAN,SSID_2G,SSID_5G,Resultado,Detalles
2026-09-16 15:03:04,laura,3.3.14.130,4c:46:d1:e3:b7:1a,VSOL00E3B719,VSOLVD64,536,Enyer_2.4G,Enyer_5G,EXITO (Liberada),VLAN 536 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 15:15:48,admin,3.3.3.89,,4c46d1-4c46d1e3f169,V2804AX30-H,1044,FliaRauseo_2.4G,FliaRauseo_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 15:15:56,laura,3.3.3.89,4c:46:d1:e3:f1:6a,VSOL00E3F169,VSOLVD64,1044,FliaRauseo_2.4G,FliaRauseo_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 15:24:49,admin,3.3.12.91,,4c46d1-4c46d1e3ae19,V2804AX30-H,2004,Gucci_2.4G,Gucci_5G,PARCIAL,VLAN 2004: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 15:24:57,laura,3.3.12.91,,VSOL00E3AE19,VSOLVD64,2004,Gucci_2.4G,Gucci_5G,EXITO (Liberada),VLAN 2004 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 15:33:24,admin,3.3.7.106,,4c46d1-4c46d1e47db9,V2804AX30-H,2004,Estiben_2.4G,Estiben_5G,PARCIAL,VLAN 2004: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 15:33:51,laura,3.3.7.106,,VSOL00E47DB9,VSOLVD64,2004,Estiben_2.4G,Estiben_5G,EXITO (Liberada),VLAN 2004 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 15:44:00,admin,3.3.7.106,,4c46d1-4c46d1e47db9,V2804AX30-H,824,Estiben_2.4G,Estiben_5G,EXITO,VLAN 824: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 16:26:12,admin,3.3.12.92,,4c46d1-4c46d1e4b959,V2804AX30-H,2008,Carmen 26_2.4G,Carmen 26_5G,PARCIAL,VLAN 2008: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 16:26:33,laura,3.3.12.92,4c:46:d1:e4:b9:5a,VSOL00E4B959,VSOLVD64,2008,Carmen 26_2.4G,Carmen 26_5G,EXITO (Liberada),VLAN 2008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 17:09:12,admin,3.3.5.88,,4c46d1-4c46d1e3d391,V2804AX30-H,466,Girasol_2.4G,Girasol_5G,EXITO,VLAN 466: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 17:09:16,laura,3.3.5.88,4c:46:d1:e3:d3:92,VSOL00E3D391,VSOLVD64,466,Girasol_2.4G,Girasol_5G,EXITO (Liberada),VLAN 466 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 17:26:47,admin,3.3.12.93,,4c46d1-4c46d1e3e519,V2804AX30-H,466,ITALVEN_2.4G,ITALVEN_5G,EXITO,VLAN 466: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 17:26:54,laura,3.3.12.93,4c:46:d1:e3:e5:1a,VSOL00E3E519,VSOLVD64,466,ITALVEN_2.4G,ITALVEN_5G,EXITO (Liberada),VLAN 466 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 17:27:23,admin,3.3.12.93,,,VSOL,2018,ITALVEN_2.4G,ITALVEN_5G,ERROR,La ONU en 3.3.12.93 no responde a peticiones HTTP.
2026-09-16 17:29:05,admin,3.3.12.93,,4c46d1-4c46d1e3e519,V2804AX30-H,2018,ITALVEN_2.4G,ITALVEN_5G,EXITO,VLAN 2018: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 17:29:12,laura,3.3.12.93,4c:46:d1:e3:e5:1a,VSOL00E3E519,VSOLVD64,2018,ITALVEN_2.4G,ITALVEN_5G,EXITO (Liberada),VLAN 2018 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 17:36:07,admin,3.3.5.89,,4c46d1-4c46d1e4c7b9,V2804AX30-H,2018,Yulimar_2.4G,Yulimar_5G,EXITO,VLAN 2018: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 17:36:56,admin,3.3.5.89,,4c46d1-4c46d1e4c7b9,V2804AX30-H,481,Yulimar_2.4G,Yulimar_5G,EXITO,VLAN 481: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 17:37:03,laura,3.3.5.89,4c:46:d1:e4:c7:ba,VSOL00E4C7B9,VSOLVD64,481,Yulimar_2.4G,Yulimar_5G,EXITO (Liberada),VLAN 481 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 18:08:46,admin,3.3.9.28,,4c46d1-4c46d1e3e559,V2804AX30-H,202,Eddy_2.4G,Eddy_5G,EXITO,VLAN 202: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 18:08:59,laura,3.3.9.28,4c:46:d1:e3:e5:5a,VSOL00E3E559,VSOLVD64,202,Eddy_2.4G,Eddy_5G,EXITO (Liberada),VLAN 202 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 18:37:10,admin,3.3.3.93,,4c46d1-4c46d1e41ce9,V2804AX30-H,1004,Juliangeles_2.4G,Juliangeles_5G,EXITO,VLAN 1004: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 18:37:19,laura,3.3.3.93,4c:46:d1:e4:1c:ea,VSOL00E41CE9,VSOLVD64,1004,Juliangeles_2.4G,Juliangeles_5G,EXITO (Liberada),VLAN 1004 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 18:43:44,admin,3.3.7.107,,4c46d1-4c46d1e4b441,V2804AX30-H,1004,Marien_2.4G,Marien_5G,EXITO,VLAN 1004: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 18:44:44,admin,3.3.7.107,,4c46d1-4c46d1e4b441,V2804AX30-H,817,Marien_2.4G,Marien_5G,PARCIAL,VLAN 817: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 18:45:00,laura,3.3.7.107,4c:46:d1:e4:b4:42,VSOL00E4B441,VSOLVD64,817,Marien_2.4G,Marien_5G,EXITO (Liberada),VLAN 817 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-16 19:12:54,admin,3.3.3.94,,4c46d1-4c46d1e42e19,V2804AX30-H,817,Samantha_2.4G,Samantha_5G,EXITO,VLAN 817: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-16 19:13:28,laura,3.3.3.94,4c:46:d1:e4:2e:1a,VSOL00E42E19,VSOLVD64,817,Samantha_2.4G,Samantha_5G,EXITO (Liberada),VLAN 817 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 09:55:50,admin,3.3.3.94,,4c46d1-4c46d1e401c1,V2804AX30-H,1044,Familia Herrera_2.4G,Familia Herrera_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 09:56:45,laura,3.3.3.94,4c:46:d1:e4:01:c2,VSOL00E401C1,VSOLVD64,1044,Familia Herrera_2.4G,Familia Herrera_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 10:00:50,admin,3.3.14.131,,4c46d1-4c46d1e3b1c9,V2804AX30-H,557,Familia Alba_2.4G,Familia Alba_5G,EXITO,VLAN 557: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 10:00:56,laura,3.3.14.131,4c:46:d1:e3:b1:ca,VSOL00E3B1C9,VSOLVD64,557,Familia Alba_2.4G,Familia Alba_5G,EXITO (Liberada),VLAN 557 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 10:03:03,admin,3.3.8.98,,4c46d1-4c46d1e3b9a1,V2804AX30-H,3007,SOSHIO12_2.4G,SOSHIO12_5G,EXITO,VLAN 3007: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 10:03:14,laura,3.3.8.98,,VSOL00E3B9A1,VSOLVD64,3007,SOSHIO12_2.4G,SOSHIO12_5G,EXITO (Liberada),VLAN 3007 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 10:13:56,admin,3.3.3.95,,4c46d1-4c46d1e3fee1,V2804AX30-H,100,Flia Fernandez_2.4G,Flia Fernandez_5G,EXITO,VLAN 100: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 10:14:02,laura,3.3.3.95,,VSOL00E3FEE1,VSOLVD64,100,Flia Fernandez_2.4G,Flia Fernandez_5G,EXITO (Liberada),VLAN 100 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 10:21:41,admin,3.3.3.95,,4c46d1-4c46d1e3fee1,V2804AX30-H,1044,Flia Fernandez_2.4G,Flia Fernandez_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 10:45:41,admin,3.3.5.89,,4c46d1-4c46d1e43e19,V2804AX30-H,461,CAIAN_2.4G,CAIAN_5G,EXITO,VLAN 461: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 10:46:07,laura,3.3.5.89,,VSOL00E43E19,VSOLVD64,461,CAIAN_2.4G,CAIAN_5G,EXITO (Liberada),VLAN 461 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 11:08:51,admin,3.3.3.96,,4c46d1-4c46d1e3ff69,V2804AX30-H,1044,Samuel_2.4G,Samuel_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 11:13:44,laura,3.3.3.96,4c:46:d1:e3:ff:6a,VSOL00E3FF69,VSOLVD64,1044,Samuel_2.4G,Samuel_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 11:26:33,admin,3.3.3.97,,4c46d1-4c46d1e3fbe9,V2804AX30-H,1044,Jeymar_2.4G,Jeymar_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 11:28:24,laura,3.3.3.97,4c:46:d1:e3:fb:ea,VSOL00E3FBE9,VSOLVD64,1044,Jeymar_2.4G,Jeymar_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 11:46:17,admin,3.3.7.107,,4c46d1-4c46d1e3fca9,V2804AX30-H,1044,Familia Nieves_2.4G,Familia Nieves_5G,PARCIAL,VLAN 1044: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 11:46:34,laura,3.3.7.107,4c:46:d1:e3:fc:aa,VSOL00E3FCA9,VSOLVD64,1044,Familia Nieves_2.4G,Familia Nieves_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 11:52:21,admin,3.3.12.93,,4c46d1-4c46d1e3ffa1,V2804AX30-H,1044,nails_2.4G,nails_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 11:53:02,admin,3.3.12.93,,4c46d1-4c46d1e3ffa1,V2804AX30-H,2008,nails_2.4G,nails_5G,EXITO,VLAN 2008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 11:53:08,laura,3.3.12.93,4c:46:d1:e3:ff:a2,VSOL00E3FFA1,VSOLVD64,2008,nails_2.4G,nails_5G,EXITO (Liberada),VLAN 2008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 12:05:58,admin,3.3.14.132,,4c46d1-4c46d1e446d1,V2804AX30-H,629,Renzo_2.4G,Renzo_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:06:04,laura,3.3.14.132,,VSOL00E446D1,VSOLVD64,629,Renzo_2.4G,Renzo_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 12:08:57,admin,3.3.14.132,,4c46d1-4c46d1e446d1,V2804AX30-H,629,Sofia_2.4G,Sofia_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:09:58,admin,3.3.14.132,,4c46d1-4c46d1e446d1,V2804AX30-H,567,Sofia_2.4G,Sofia_5G,EXITO,VLAN 567: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:10:05,laura,3.3.14.132,4c:46:d1:e4:46:d2,VSOL00E446D1,VSOLVD64,567,Sofia_2.4G,Sofia_5G,EXITO (Liberada),VLAN 567 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 12:13:16,admin,3.3.18.24,,4c46d1-4c46d1e3b6e9,V2804AX30-H,629,Renzo_2.4G,Renzo_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:14:06,laura,3.3.18.24,,VSOL00E3B6E9,VSOLVD64,629,Renzo_2.4G,Renzo_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 12:26:59,admin,3.3.3.98,,4c46d1-4c46d1e4a4c9,V2804AX30-H,1044,SosaBorges_2.4G,SosaBorges_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:27:05,laura,3.3.3.98,,VSOL00E4A4C9,VSOLVD64,1044,SosaBorges_2.4G,SosaBorges_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 12:32:28,admin,3.3.10.14,,4c46d1-4c46d1e40359,V2804AX30-H,301,Eloisa_2.4G,Eloisa_5G,EXITO,VLAN 301: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 12:33:02,laura,3.3.10.14,,VSOL00E40359,VSOLVD64,301,Eloisa_2.4G,Eloisa_5G,EXITO (Liberada),VLAN 301 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 13:25:31,admin,3.3.3.99,,4c46d1-4c46d1e3b841,V2804AX30-H,1035,Santiago_2.4G,Santiago_5G,EXITO,VLAN 1035: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 13:26:25,laura,3.3.3.99,4c:46:d1:e3:b8:42,VSOL00E3B841,VSOLVD64,1035,Santiago_2.4G,Santiago_5G,EXITO (Liberada),VLAN 1035 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 13:31:28,admin,3.3.3.100,,4c46d1-4c46d1e3adf1,V2804AX30-H,1035,PagaTuVaina_2.4G,PagaTuVaina_5G,EXITO,VLAN 1035: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 13:37:42,laura,3.3.3.100,4c:46:d1:e3:ad:f2,VSOL00E3ADF1,VSOLVD64,1035,PagaTuVaina_2.4G,PagaTuVaina_5G,EXITO (Liberada),VLAN 1035 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 14:01:02,admin,3.3.14.133,,4c46d1-4c46d1e402f1,V2804AX30-H,1035,Rey de reyes_2.4G,Rey de reyes_5G,EXITO,VLAN 1035: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 14:01:55,laura,3.3.14.133,4c:46:d1:e4:02:f2,VSOL00E402F1,VSOLVD64,1035,Rey de reyes_2.4G,Rey de reyes_5G,EXITO (Liberada),VLAN 1035 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 14:23:33,admin,3.3.10.15,,4c46d1-4c46d1e3c439,V2804AX30-H,307,Nojaris_2.4G,Nojaris_5G,EXITO,VLAN 307: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 14:25:00,laura,3.3.10.15,4c:46:d1:e4:a8:32,VSOL00E3C439,VSOLVD64,307,Nojaris_2.4G,Nojaris_5G,EXITO (Liberada),VLAN 307 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 14:51:02,admin,3.3.12.94,,4c46d1-4c46d1e402a9,V2804AX30-H,307,Dios es bueno_2.4G,Dios es bueno_5G,EXITO,VLAN 307: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 14:51:23,laura,3.3.12.94,4c:46:d1:e4:02:aa,VSOL00E402A9,VSOLVD64,307,Dios es bueno_2.4G,Dios es bueno_5G,EXITO (Liberada),VLAN 307 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 15:46:56,admin,3.3.3.101,,4c46d1-4c46d1e44101,V2804AX30-H,100,Almary_2.4G,Almary_5G,EXITO,VLAN 100: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 15:47:04,laura,3.3.3.101,4c:46:d1:e4:41:02,VSOL00E44101,VSOLVD64,100,Almary_2.4G,Almary_5G,EXITO (Liberada),VLAN 100 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 16:07:25,admin,3.3.12.95,,,VSOL,100,Froxking_2.4G,Froxking_5G,ERROR,Fallo de autenticación (credenciales no válidas).
2026-09-17 16:08:05,admin,3.3.12.95,,4c46d1-4c46d1e40319,V2804AX30-H,100,Froxking_2.4G,Froxking_5G,EXITO,VLAN 100: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 16:08:19,laura,3.3.12.95,4c:46:d1:e4:03:1a,VSOL00E40319,VSOLVD64,100,Froxking_2.4G,Froxking_5G,EXITO (Liberada),VLAN 100 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 16:12:35,admin,3.3.3.102,,4c46d1-4c46d1e40039,V2804AX30-H,100,Luis_2.4G,Luis_5G,EXITO,VLAN 100: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 16:13:14,laura,3.3.3.102,4c:46:d1:e4:00:3a,VSOL00E40039,VSOLVD64,100,Luis_2.4G,Luis_5G,EXITO (Liberada),VLAN 100 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 16:21:09,admin,3.3.3.103,,4c46d1-4c46d1e3e529,V2804AX30-H,1035,Caripito_2.4G,Caripito_5G,EXITO,VLAN 1035: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 16:21:16,laura,3.3.3.103,,VSOL00E3E529,VSOLVD64,1035,Caripito_2.4G,Caripito_5G,EXITO (Liberada),VLAN 1035 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 16:24:24,admin,3.3.2.23,,,VSOL,129,Pleyadiano_2.4G,Pleyadiano_5G,ERROR,La ONU en 3.3.2.23 no responde a peticiones HTTP.
2026-09-17 16:25:58,admin,3.3.2.24,,4c46d1-4c46d1e41f01,V2804AX30-H,129,Pleyadiano_2.4G,Pleyadiano_5G,EXITO,VLAN 129: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 16:26:06,laura,3.3.2.24,,VSOL00E41F01,VSOLVD64,129,Pleyadiano_2.4G,Pleyadiano_5G,EXITO (Liberada),VLAN 129 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 17:01:07,admin,3.3.8.99,,4c46d1-4c46d1e3c689,V2804AX30-H,3008,Mitomisa_2.4G,Mitomisa_5G,EXITO,VLAN 3008: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 17:01:20,laura,3.3.8.99,4c:46:d1:e3:c6:8a,VSOL00E3C689,VSOLVD64,3008,Mitomisa_2.4G,Mitomisa_5G,EXITO (Liberada),VLAN 3008 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-17 17:19:59,admin,3.3.3.104,,4c46d1-4c46d1e3bf89,V2804AX30-H,1044,Kerim_2.4G,Kerim_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-17 17:20:07,laura,3.3.3.104,4c:46:d1:e3:bf:8a,VSOL00E3BF89,VSOLVD64,1044,Kerim_2.4G,Kerim_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 09:53:37,admin,3.3.10.16,,4c46d1-4c46d1e49409,V2804AX30-H,306,Sofia_2.4G,Sofia_5G,EXITO,VLAN 306: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 09:53:55,laura,3.3.10.16,4c:46:d1:e4:94:0a,VSOL00E49409,VSOLVD64,306,Sofia_2.4G,Sofia_5G,EXITO (Liberada),VLAN 306 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 09:58:23,admin,3.3.3.104,,4c46d1-4c46d1e40ae9,V2804AX30-H,1044,Chichita_2.4G,Chichita_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 09:59:18,laura,3.3.3.104,4c:46:d1:e4:0a:ea,VSOL00E40AE9,VSOLVD64,1044,Chichita_2.4G,Chichita_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 10:27:10,admin,VSOL00E43A11,,,VSOL,558,Manuel_2.4G,Manuel_5G,ERROR,La ONU en VSOL00E43A11 no responde a peticiones HTTP.
2026-09-18 10:27:25,admin,VSOL00E43A11,,,VSOL,558,Manuel_2.4G,Manuel_5G,ERROR,La ONU en VSOL00E43A11 no responde a peticiones HTTP.
2026-09-18 10:29:46,admin,3.3.14.133,,4c46d1-4c46d1e43a11,V2804AX30-H,558,Manuel_2.4G,Manuel_5G,EXITO,VLAN 558: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 10:29:56,laura,3.3.14.133,4c:46:d1:e4:3a:12,VSOL00E43A11,VSOLVD64,558,Manuel_2.4G,Manuel_5G,EXITO (Liberada),VLAN 558 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 10:46:04,admin,3.3.12.95,,4c46d1-4c46d1e402d1,V2804AX30-H,2004,Familia Rodríguez_2.4G,Familia Rodríguez_5G,EXITO,VLAN 2004: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 10:46:40,laura,3.3.12.95,4c:46:d1:e4:02:d2,VSOL00E402D1,VSOLVD64,2004,Familia Rodríguez_2.4G,Familia Rodríguez_5G,EXITO (Liberada),VLAN 2004 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 11:06:59,admin,3.3.3.105,,4c46d1-4c46d1e3f5e1,V2804AX30-H,1044,Ehitan_2.4G,Ehitan_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 11:08:55,laura,3.3.3.105,4c:46:d1:e3:f5:e2,VSOL00E3F5E1,VSOLVD64,1044,Ehitan_2.4G,Ehitan_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 11:32:16,admin,3.3.5.90,,4c46d1-4c46d1e48361,V2804AX30-H,467,Alejandro_2.4G,Alejandro_5G,EXITO,VLAN 467: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 11:32:25,laura,3.3.5.90,4c:46:d1:e4:83:62,VSOL00E48361,VSOLVD64,467,Alejandro_2.4G,Alejandro_5G,EXITO (Liberada),VLAN 467 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 11:35:26,admin,3.3.5.90,,,VSOL,467,Alejandro_2.4G,Alejandro_5G,PARCIAL,VLAN 467: NO VERIFICADA | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 11:40:15,admin,3.3.3.107,,4c46d1-4c46d1e3e2a9,V2804AX30-H,1044,MARCELO_2.4G,MARCELO_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 11:40:29,laura,3.3.3.107,4c:46:d1:e3:e2:aa,VSOL00E3E2A9,VSOLVD64,1044,MARCELO_2.4G,MARCELO_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 11:44:50,admin,3.3.18.24,,4c46d1-4c46d1e3dde1,V2804AX30-H,629,Ismelia_2.4G,Ismelia_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 11:45:05,laura,3.3.18.24,4c:46:d1:e3:dd:e2,VSOL00E3DDE1,VSOLVD64,629,Ismelia_2.4G,Ismelia_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 12:04:57,admin,3.3.,,,VSOL,1044,Richard@_2.4G,Richard@_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-18 12:06:16,admin,3.3.3.108,,4c46d1-4c46d1e3c331,V2804AX30-H,1044,Richard@_2.4G,Richard@_5G,EXITO,VLAN 1044: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 12:06:21,laura,3.3.3.108,4c:46:d1:e3:c3:32,VSOL00E3C331,VSOLVD64,1044,Richard@_2.4G,Richard@_5G,EXITO (Liberada),VLAN 1044 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 12:18:37,admin,3.3.,,,VSOL,629,Arianyer_2.4G,Arianyer_5G,ERROR,La ONU en 3.3. no responde a peticiones HTTP.
2026-09-18 12:19:37,admin,3.3.18.25,,4c46d1-4c46d1e40199,V2804AX30-H,629,Arianyer_2.4G,Arianyer_5G,EXITO,VLAN 629: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 12:20:50,laura,3.3.18.25,4c:46:d1:e4:01:9a,VSOL00E40199,VSOLVD64,629,Arianyer_2.4G,Arianyer_5G,EXITO (Liberada),VLAN 629 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
2026-09-18 12:32:27,admin,3.3.5.91,,4c46d1-4c46d1e401c9,V2804AX30-H,439,Libni_2.4G,Libni_5G,EXITO,VLAN 439: OK | Wi-Fi 2.4G: OK | Wi-Fi 5G: OK
2026-09-18 12:32:57,laura,3.3.5.91,4c:46:d1:e4:01:ca,VSOL00E401C9,VSOLVD64,439,Libni_2.4G,Libni_5G,EXITO (Liberada),VLAN 439 grabada en ONU. Liberada en SmartOLT para aprovisionamiento por Rubpi.
